sales_id,date,product_category,quantity,price,previous_sales,promotion,discount,customers,season,sales
SALE00022,2023-01-07,Electronics,78,263.27,9236.33,No,0.0,78,Winter,25970.37
SALE00023,2023-01-08,Beauty,52,33.21,1823.81,No,0.0,44,Winter,2215.56
SALE00024,2023-01-08,Grocery,37,17.88,304.61,No,0.0,28,Winter,921.29
SALE00025,2023-01-09,Grocery,61,15.4,921.29,No,0.0,50,Winter,1038.43
SALE00026,2023-01-09,Sports,32,47.23,4292.77,No,0.0,19,Winter,1591.57
SALE00027,2023-01-10,Sports,18,54.17,1591.57,No,0.0,11,Winter,1071.0
SALE00028,2023-01-10,Apparel,41,52.28,1430.9,No,0.0,37,Winter,2486.22
SALE00029,2023-01-10,Grocery,35,16.42,1038.43,No,0.0,27,Winter,648.36
SALE00030,2023-01-11,Apparel,29,41.43,2486.22,No,0.0,27,Winter,1216.95
SALE00031,2023-01-11,Home & Garden,22,69.35,6458.8,No,0.0,24,Winter,1570.86
SALE00032,2023-01-12,Grocery,57,14.12,648.36,No,0.0,43,Winter,844.5
SALE00033,2023-01-12,Beauty,46,32.65,2215.56,Yes,0.14,49,Winter,2015.21
SALE00034,2023-01-12,Apparel,59,42.67,1216.95,Yes,0.15,43,Winter,3230.23
SALE00035,2023-01-13,Grocery,59,15.38,844.5,No,0.0,42,Winter,903.0
SALE00036,2023-01-13,Home & Garden,45,62.28,1570.86,No,0.0,47,Winter,3013.19
SALE00037,2023-01-13,Electronics,35,250.32,25970.37,Yes,0.15,30,Winter,11332.64
SALE00038,2023-01-13,Sports,39,64.56,1071.0,No,0.0,23,Winter,2824.89
SALE00039,2023-01-14,Grocery,21,15.36,903.0,No,0.0,19,Winter,424.01
SALE00040,2023-01-14,Apparel,36,42.79,3230.23,No,0.0,21,Winter,2076.1
SALE00041,2023-01-14,Beauty,46,26.53,2015.21,No,0.0,31,Winter,1576.04
SALE00042,2023-01-14,Electronics,27,217.76,11332.64,Yes,0.11,21,Winter,8341.41
SALE00043,2023-01-15,Sports,53,50.86,2824.89,No,0.0,48,Winter,3200.6
SALE00044,2023-01-15,Electronics,43,199.47,8341.41,No,0.0,43,Winter,11779.69
SALE00045,2023-01-15,Home & Garden,55,72.94,3013.19,No,0.0,59,Winter,4983.48
SALE00046,2023-01-15,Beauty,29,33.84,1576.04,Yes,0.14,26,Winter,1558.38
SALE00047,2023-01-16,Apparel,30,46.13,2076.1,No,0.0,22,Winter,1513.63
SALE00048,2023-01-16,Beauty,45,35.06,1558.38,Yes,0.2,34,Winter,2379.88
SALE00049,2023-01-17,Sports,64,61.29,3200.6,No,0.0,45,Winter,4363.04
SALE00050,2023-01-17,Beauty,37,28.61,2379.88,Yes,0.22,33,Winter,1570.41
SALE00051,2023-01-18,Home & Garden,27,65.04,4983.48,Yes,0.18,22,Winter,2268.04
SALE00052,2023-01-18,Apparel,52,50.89,1513.63,No,0.0,50,Winter,3213.97
SALE00053,2023-01-19,Grocery,48,14.31,424.01,No,0.0,49,Winter,767.62
SALE00054,2023-01-19,Beauty,25,25.78,1570.41,No,0.0,16,Winter,688.96
SALE00055,2023-01-20,Beauty,31,33.39,688.96,No,0.0,30,Winter,1242.92
SALE00056,2023-01-20,Electronics,48,255.58,11779.69,Yes,0.13,44,Winter,15231.44
SALE00057,2023-01-20,Home & Garden,37,70.77,2268.04,Yes,0.17,35,Winter,3476.12
SALE00058,2023-01-21,Beauty,50,34.35,1242.92,No,0.0,36,Winter,2327.25
SALE00059,2023-01-21,Home & Garden,1,68.94,3476.12,Yes,0.23,5,Winter,120.9
SALE00060,2023-01-21,Electronics,36,188.64,15231.44,No,0.0,24,Winter,8470.89
SALE00061,2023-01-21,Sports,26,60.59,4363.04,Yes,0.26,27,Winter,3033.22
SALE00062,2023-01-22,Electronics,31,199.71,8470.89,No,0.0,23,Winter,7608.88
SALE00063,2023-01-22,Home & Garden,52,59.5,120.9,No,0.0,36,Winter,3632.01
SALE00064,2023-01-22,Sports,57,54.55,3033.22,No,0.0,39,Winter,4115.32
SALE00065,2023-01-22,Grocery,34,,767.62,Yes,0.19,34,Winter,794.34
SALE00066,2023-01-23,Home & Garden,36,56.03,3632.01,No,0.0,37,Winter,2354.12
SALE00067,2023-01-23,Grocery,74,17.61,794.34,No,0.0,71,Winter,1451.45
SALE00068,2023-01-23,Sports,58,59.53,4115.32,No,0.0,46,Winter,4052.53
SALE00069,2023-01-24,Sports,55,62.55,4052.53,No,0.0,43,Winter,3634.06
SALE00070,2023-01-24,Home & Garden,58,56.37,2354.12,No,0.0,58,Winter,3629.59
SALE00071,2023-01-25,Beauty,60,33.12,2327.25,No,0.0,49,Winter,2320.2
SALE00072,2023-01-25,Home & Garden,46,58.95,3629.59,Yes,0.09,49,Winter,3101.59
SALE00073,2023-01-26,Apparel,30,41.24,3213.97,Yes,0.14,20,Winter,1633.53
SALE00074,2023-01-26,Home & Garden,9,61.8,3101.59,No,0.0,8,Winter,645.23
SALE00075,2023-01-26,Sports,33,60.59,3634.06,No,0.0,32,Winter,2313.54
SALE00076,2023-01-27,Apparel,58,50.69,1633.53,No,0.0,60,Winter,3469.18
SALE00077,2023-01-27,Beauty,1,32.87,2320.2,No,0.0,5,Winter,37.63
SALE00078,2023-01-27,Grocery,36,14.78,1451.45,Yes,0.05,23,Winter,631.07
SALE00079,2023-01-28,Home & Garden,22,68.51,645.23,No,0.0,21,Winter,2094.89
SALE00080,2023-01-28,Electronics,15,187.43,7608.88,No,0.0,14,Winter,3855.1
SALE00081,2023-01-28,Apparel,38,52.13,3469.18,No,0.0,35,Winter,2591.3
SALE00082,2023-01-28,Grocery,53,13.23,631.07,No,0.0,36,Winter,977.7
SALE00083,2023-01-29,Apparel,49,50.9,2591.3,No,0.0,50,Winter,3401.39
SALE00084,2023-01-29,Beauty,57,33.49,37.63,Yes,0.28,42,Winter,3350.75
SALE00085,2023-01-29,Electronics,55,247.95,3855.1,No,0.0,39,Winter,16769.43
SALE00086,2023-01-29,Sports,20,63.58,2313.54,No,0.0,12,Winter,1772.33
SALE00087,2023-01-30,Apparel,45,52.12,3401.39,No,0.0,37,Winter,2814.59
SALE00088,2023-01-30,Grocery,36,13.38,977.7,No,0.0,34,Winter,484.21
SALE00089,2023-01-30,Sports,36,58.98,1772.33,No,0.0,38,Winter,2327.33
SALE00090,2023-01-30,Electronics,36,233.68,16769.43,No,0.0,29,Winter,9797.77
SALE00091,2023-01-31,Home & Garden,61,76.34,2094.89,No,0.0,53,Winter,5445.1
SALE00092,2023-01-31,Electronics,66,215.35,9797.77,No,0.0,69,Winter,16216.76
SALE00093,2023-02-01,Home & Garden,14,70.22,5445.1,No,0.0,10,Winter,1116.41
SALE00094,2023-02-01,Beauty,44,33.4,3350.75,No,0.0,46,Winter,1554.16
SALE00095,2023-02-01,Apparel,45,46.57,2814.59,No,0.0,32,Winter,2442.39
SALE00096,2023-02-02,Beauty,36,26.41,1554.16,No,0.0,36,Winter,1142.31
SALE00097,2023-02-02,Home & Garden,49,56.67,1116.41,Yes,0.24,41,Winter,4521.07
SALE00098,2023-02-03,Sports,39,60.08,2327.33,No,0.0,23,Winter,2493.8
SALE00099,2023-02-03,Grocery,74,16.27,484.21,No,0.0,76,Winter,1334.84
SALE00100,2023-02-03,Home & Garden,38,56.61,4521.07,No,0.0,29,Winter,2313.02
SALE00101,2023-02-03,Beauty,50,32.63,1142.31,Yes,0.13,49,Winter,2068.99
SALE00102,2023-02-04,Beauty,37,35.54,2068.99,No,0.0,31,Winter,1800.62
SALE00103,2023-02-04,Grocery,47,14.83,1334.84,Yes,0.09,32,Winter,1036.16
SALE00104,2023-02-04,Electronics,24,218.09,16216.76,No,0.0,18,Winter,6916.63
SALE00105,2023-02-04,Sports,50,50.21,2493.8,Yes,0.15,46,Winter,4015.91
SALE00106,2023-02-05,Grocery,48,13.03,1036.16,No,0.0,50,Winter,811.35
SALE00107,2023-02-05,Sports,49,48.46,4015.91,No,0.0,40,Winter,3021.58
SALE00108,2023-02-06,Sports,26,59.15,3021.58,Yes,0.25,24,Winter,2280.78
SALE00109,2023-02-06,Apparel,16,50.77,2442.39,No,0.0,15,Winter,881.24
SALE00110,2023-02-07,Home & Garden,51,74.38,2313.02,No,0.0,51,Winter,4373.05
SALE00111,2023-02-07,Grocery,46,17.9,811.35,No,0.0,42,Winter,882.4
SALE00112,2023-02-08,Apparel,43,39.44,881.24,No,0.0,29,Winter,1980.37
SALE00113,2023-02-08,Beauty,5,29.75,1800.62,No,0.0,5,Winter,165.97
SALE00114,2023-02-08,Home & Garden,29,69.31,4373.05,No,0.0,27,Winter,2430.89
SALE00115,2023-02-09,Home & Garden,33,55.67,2430.89,No,0.0,26,Winter,2123.93
SALE00116,2023-02-09,Apparel,31,44.58,1980.37,No,0.0,31,Winter,1665.26
SALE00117,2023-02-10,Grocery,44,17.57,882.4,Yes,0.3,42,Winter,1215.24
SALE00118,2023-02-10,Apparel,24,38.77,1665.26,No,0.0,25,Winter,1012.09
SALE00119,2023-02-11,Beauty,35,34.06,165.97,No,0.0,24,Winter,1386.13
SALE00120,2023-02-11,Home & Garden,29,68.2,2123.93,No,0.0,24,Winter,2360.36
SALE00121,2023-02-12,Electronics,35,220.31,6916.63,No,0.0,27,Winter,9824.22
SALE00122,2023-02-12,Home & Garden,35,,2360.36,No,0.0,26,Winter,3487.07
SALE00123,2023-02-13,Grocery,81,12.76,1215.24,No,0.0,51,Winter,1077.52
SALE00124,2023-02-13,Sports,43,64.31,2280.78,No,0.0,36,Winter,3165.19
SALE00125,2023-02-13,Apparel,35,44.02,1012.09,Yes,0.21,25,Winter,2371.03
SALE00126,2023-02-14,Apparel,40,52.0,2371.03,No,0.0,41,Winter,2100.74
SALE00127,2023-02-14,Beauty,12,28.22,1386.13,Yes,0.2,9,Winter,503.07
SALE00128,2023-02-14,Grocery,32,12.94,1077.52,No,0.0,27,Winter,454.27
SALE00129,2023-02-15,Sports,58,56.96,3165.19,No,0.0,38,Winter,3724.63
SALE00130,2023-02-15,Grocery,38,14.99,454.27,Yes,0.27,27,Winter,873.57
SALE00131,2023-02-15,Apparel,19,43.43,2100.74,No,0.0,20,Winter,985.78
SALE00132,2023-02-15,Electronics,45,204.12,9824.22,No,0.0,31,Winter,10447.3
SALE00133,2023-02-16,Electronics,49,214.22,10447.3,No,0.0,36,Winter,12650.54
SALE00134,2023-02-16,Sports,53,52.82,3724.63,Yes,0.13,48,Winter,3561.69
SALE00135,2023-02-16,Apparel,27,42.96,985.78,No,0.0,18,Winter,1359.51
SALE00136,2023-02-16,Grocery,36,16.92,873.57,No,0.0,33,Winter,709.37
SALE00137,2023-02-17,Sports,42,58.72,3561.69,Yes,0.27,35,Winter,4026.43
SALE00138,2023-02-17,Electronics,41,256.38,12650.54,Yes,0.25,41,Winter,18023.99
SALE00139,2023-02-17,Grocery,42,14.56,709.37,No,0.0,38,Winter,748.58
SALE00140,2023-02-17,Beauty,27,27.36,503.07,No,0.0,21,Winter,859.4
SALE00141,2023-02-18,Sports,47,55.11,4026.43,No,0.0,43,Winter,3294.98
SALE00142,2023-02-18,Home & Garden,38,73.53,3487.07,No,0.0,36,Winter,3606.55
SALE00143,2023-02-18,Electronics,14,211.01,18023.99,No,0.0,14,Winter,3688.68
SALE00144,2023-02-19,Sports,43,53.44,3294.98,No,0.0,28,Winter,2860.2
SALE00145,2023-02-19,Electronics,57,196.96,3688.68,No,0.0,37,Winter,14249.91
SALE00146,2023-02-19,Apparel,29,53.63,1359.51,No,0.0,23,Winter,1909.66
SALE00147,2023-02-19,Grocery,52,17.23,748.58,No,0.0,43,Winter,1109.14
SALE00148,2023-02-20,Apparel,46,45.03,1909.66,No,0.0,42,Winter,2208.34
SALE00149,2023-02-20,Sports,18,58.63,2860.2,No,0.0,17,Winter,1292.79
SALE00150,2023-02-20,Grocery,34,15.09,1109.14,No,0.0,28,Winter,620.8
SALE00151,2023-02-21,Beauty,29,27.64,859.4,Yes,0.05,31,Winter,935.02
SALE00152,2023-02-21,Electronics,19,194.53,14249.91,No,0.0,16,Winter,4218.5
SALE00153,2023-02-21,Home & Garden,44,60.14,3606.55,No,0.0,34,Winter,3024.44
SALE00154,2023-02-22,Sports,20,65.87,1292.79,No,0.0,17,Winter,1580.09
SALE00155,2023-02-22,Electronics,34,248.57,4218.5,Yes,0.11,22,Winter,10651.03
SALE00156,2023-02-23,Beauty,72,33.38,935.02,Yes,0.11,63,Winter,2893.78
SALE00157,2023-02-23,Sports,57,55.53,1580.09,No,0.0,53,Winter,3529.03
SALE00158,2023-02-23,Electronics,31,190.39,10651.03,No,0.0,,Winter,7145.05
SALE00159,2023-02-24,Home & Garden,20,61.84,3024.44,No,0.0,19,Winter,1466.07
SALE00160,2023-02-24,Grocery,25,14.8,620.8,No,0.0,19,Winter,421.87
SALE00161,2023-02-25,Sports,28,58.32,3529.03,No,0.0,29,Winter,2079.05
SALE00162,2023-02-25,Home & Garden,79,57.06,1466.07,Yes,0.05,79,Winter,5721.9
SALE00163,2023-02-25,Electronics,71,237.43,7145.05,No,0.0,57,Winter,23077.97
SALE00164,2023-02-26,Beauty,29,31.45,2893.78,No,0.0,25,Winter,1076.54
SALE00165,2023-02-26,Electronics,60,204.04,23077.97,No,0.0,58,Winter,15398.35
SALE00166,2023-02-27,Grocery,52,15.62,421.87,No,0.0,47,Winter,859.7
SALE00167,2023-02-27,Sports,78,,2079.05,No,0.0,49,Winter,4247.4
SALE00168,2023-02-27,Apparel,33,50.11,2208.34,No,0.0,21,Winter,1887.16
SALE00169,2023-02-27,Electronics,33,227.14,15398.35,No,0.0,,Winter,9085.59
SALE00170,2023-02-28,Sports,61,55.58,4247.4,Yes,0.26,62,Winter,5864.66
SALE00171,2023-02-28,Beauty,33,34.9,1076.54,No,0.0,25,Winter,1369.0
SALE00172,2023-02-28,Grocery,28,17.43,859.7,No,0.0,19,Winter,527.88
SALE00173,2023-03-01,Sports,33,56.77,5864.66,No,0.0,26,Spring,2054.98
SALE00174,2023-03-01,Home & Garden,38,63.76,5721.9,No,0.0,33,Spring,2307.25
SALE00175,2023-03-02,Sports,17,55.82,2054.98,No,0.0,13,Spring,957.8
SALE00176,2023-03-02,Apparel,22,43.05,1887.16,No,0.0,22,Spring,1026.73
SALE00177,2023-03-02,Electronics,42,195.03,9085.59,Yes,0.06,34,Spring,10039.38
SALE00178,2023-03-02,Home & Garden,35,61.35,2307.25,No,0.0,27,Spring,2042.2
SALE00179,2023-03-03,Beauty,46,28.49,1369.0,No,0.0,38,Spring,1216.35
SALE00180,2023-03-03,Electronics,53,197.57,10039.38,No,0.0,39,Spring,11176.89
SALE00181,2023-03-04,Sports,26,58.69,957.8,No,0.0,26,Spring,1743.16
SALE00182,2023-03-04,Apparel,18,51.86,1026.73,Yes,0.27,11,Spring,1545.27
SALE00183,2023-03-04,Beauty,42,27.27,1216.35,Yes,0.1,36,Spring,1637.61
SALE00184,2023-03-04,Grocery,19,15.4,527.88,No,0.0,20,Spring,351.69
SALE00185,2023-03-05,Grocery,43,16.32,351.69,Yes,0.12,41,Spring,949.97
SALE00186,2023-03-05,Beauty,43,34.54,1637.61,No,0.0,42,Spring,1697.79
SALE00187,2023-03-05,Sports,48,49.17,1743.16,No,0.0,52,Spring,3017.1
SALE00188,2023-03-06,Grocery,29,17.03,949.97,Yes,0.2,17,Spring,688.74
SALE00189,2023-03-06,Beauty,15,29.1,1697.79,No,0.0,15,Spring,466.41
SALE00190,2023-03-07,Electronics,14,200.88,11176.89,No,0.0,13,Spring,2833.49
SALE00191,2023-03-07,Apparel,26,50.76,1545.27,Yes,0.15,26,Spring,1618.87
SALE00192,2023-03-07,Grocery,44,15.25,688.74,No,0.0,46,Spring,730.79
SALE00193,2023-03-07,Sports,13,49.25,3017.1,Yes,0.13,8,Spring,780.75
SALE00194,2023-03-08,Apparel,33,49.31,1618.87,Yes,0.19,30,Spring,1957.98
SALE00195,2023-03-08,Grocery,29,13.6,730.79,No,0.0,30,Spring,393.64
SALE00196,2023-03-08,Sports,28,57.42,780.75,Yes,0.13,30,Spring,1885.93
SALE00197,2023-03-08,Home & Garden,27,71.91,2042.2,No,0.0,17,Spring,2095.92
SALE00198,2023-03-09,Home & Garden,10,64.56,2095.92,Yes,0.27,6,Spring,955.02
SALE00199,2023-03-09,Apparel,1,49.71,1957.98,No,0.0,5,Spring,54.88
SALE00200,2023-03-09,Sports,44,55.04,1885.93,No,0.0,42,Spring,2569.59
SALE00201,2023-03-09,Grocery,40,14.0,393.64,No,0.0,,Spring,543.49
SALE00202,2023-03-10,Apparel,15,50.97,54.88,No,0.0,14,Spring,772.39
SALE00203,2023-03-10,Electronics,35,199.34,2833.49,No,0.0,30,Spring,6632.86
SALE00204,2023-03-10,Beauty,42,30.3,466.41,No,0.0,34,Spring,1350.76
SALE00205,2023-03-10,Home & Garden,35,73.36,955.02,Yes,0.12,26,Spring,3182.71
SALE00206,2023-03-11,Grocery,39,17.98,543.49,No,0.0,26,Spring,854.66
SALE00207,2023-03-11,Sports,51,58.95,2569.59,No,0.0,34,Spring,3763.83
SALE00208,2023-03-12,Electronics,26,239.51,6632.86,Yes,0.13,27,Spring,8661.69
SALE00209,2023-03-12,Sports,34,51.99,3763.83,Yes,0.1,29,Spring,2233.95
SALE00210,2023-03-12,Home & Garden,15,65.89,3182.71,No,0.0,13,Spring,1246.92
SALE00211,2023-03-12,Apparel,30,45.42,772.39,Yes,0.28,25,Spring,2129.32
SALE00212,2023-03-13,Grocery,38,17.33,854.66,Yes,0.23,25,Spring,868.56
SALE00213,2023-03-13,Sports,46,54.93,2233.95,Yes,0.07,40,Spring,2992.0
SALE00214,2023-03-13,Beauty,53,28.32,1350.76,No,0.0,49,Spring,1680.03
SALE00215,2023-03-14,Sports,51,54.71,2992.0,No,0.0,39,Spring,2648.95
SALE00216,2023-03-14,Beauty,51,34.22,1680.03,No,0.0,46,Spring,1864.47
SALE00217,2023-03-15,Beauty,64,32.18,1864.47,Yes,0.2,40,Spring,2664.21
SALE00218,2023-03-15,Sports,39,61.43,2648.95,No,0.0,37,Spring,2636.69
SALE00219,2023-03-16,Electronics,44,209.46,8661.69,Yes,0.19,40,Spring,12364.9
SALE00220,2023-03-16,Sports,58,54.28,2636.69,No,0.0,43,Spring,3425.57
SALE00221,2023-03-17,Grocery,31,14.2,868.56,No,0.0,24,Spring,480.14
SALE00222,2023-03-17,Apparel,49,46.6,2129.32,No,0.0,46,Spring,2303.16
SALE00223,2023-03-18,Electronics,61,207.46,12364.9,No,0.0,54,Spring,14538.43
SALE00224,2023-03-18,Home & Garden,33,74.7,1246.92,No,0.0,27,Spring,2929.87
SALE00225,2023-03-19,Beauty,22,31.49,2664.21,No,0.0,18,Spring,740.28
SALE00226,2023-03-19,Electronics,1,254.91,14538.43,Yes,0.12,5,Spring,348.83
SALE00227,2023-03-20,Electronics,26,199.23,348.83,No,0.0,22,Spring,5044.77
SALE00228,2023-03-20,Home & Garden,32,65.06,2929.87,No,0.0,25,Spring,1925.09
SALE00229,2023-03-20,Sports,60,57.93,3425.57,Yes,0.26,38,Spring,4782.49
SALE00230,2023-03-20,Beauty,34,35.5,740.28,No,0.0,30,Spring,1173.22
SALE00231,2023-03-21,Sports,47,47.45,4782.49,No,0.0,39,Spring,2301.58
SALE00232,2023-03-21,Home & Garden,89,61.75,1925.09,No,0.0,63,Spring,5474.43
SALE00233,2023-03-21,Apparel,28,50.7,2303.16,No,0.0,28,Spring,1421.3
SALE00234,2023-03-21,Grocery,36,12.81,480.14,No,0.0,31,Spring,438.63
SALE00235,2023-03-22,Grocery,65,13.13,438.63,Yes,0.07,54,Spring,880.16
SALE00236,2023-03-22,Sports,15,50.78,2301.58,No,0.0,10,Spring,805.3
SALE00237,2023-03-22,Apparel,82,49.03,1421.3,Yes,0.22,62,Spring,5469.52
SALE00238,2023-03-23,Sports,17,48.71,805.3,No,0.0,14,Spring,768.25
SALE00239,2023-03-23,Apparel,43,44.4,5469.52,Yes,0.25,28,Spring,2876.28
SALE00240,2023-03-23,Grocery,45,16.8,880.16,No,0.0,35,Spring,847.26
SALE00241,2023-03-23,Beauty,42,34.2,1173.22,No,0.0,29,Spring,1387.62
SALE00242,2023-03-24,Grocery,43,13.23,847.26,No,0.0,43,Spring,609.46
SALE00243,2023-03-24,Apparel,37,46.8,2876.28,No,0.0,26,Spring,1828.81
SALE00244,2023-03-24,Beauty,38,28.85,1387.62,No,0.0,24,Spring,1190.98
SALE00245,2023-03-25,Apparel,19,40.33,1828.81,No,0.0,11,Spring,825.04
SALE00246,2023-03-25,Sports,32,47.1,768.25,No,0.0,34,Spring,1741.4
SALE00247,2023-03-25,Home & Garden,50,56.0,5474.43,Yes,0.28,54,Spring,4384.57
SALE00248,2023-03-25,Beauty,30,30.63,1190.98,No,0.0,31,Spring,1046.28
SALE00249,2023-03-26,Home & Garden,27,71.64,4384.57,No,0.0,22,Spring,2190.62
SALE00250,2023-03-26,Electronics,43,188.55,5044.77,Yes,0.18,40,Spring,12529.75
SALE00251,2023-03-26,Apparel,41,52.62,825.04,No,0.0,41,Spring,2430.15
SALE00252,2023-03-26,Beauty,22,30.81,1046.28,Yes,0.18,23,Spring,1103.6
SALE00253,2023-03-27,Apparel,20,51.21,2430.15,No,0.0,21,Spring,1007.92
SALE00254,2023-03-27,Electronics,34,239.89,12529.75,No,0.0,21,Spring,8853.2
SALE00255,2023-03-27,Home & Garden,49,63.27,2190.62,No,0.0,43,Spring,3281.58
SALE00256,2023-03-28,Grocery,10,16.48,609.46,Yes,0.23,8,Spring,213.2
SALE00257,2023-03-28,Electronics,46,245.71,8853.2,No,0.0,28,Spring,10714.72
SALE00258,2023-03-28,Home & Garden,30,60.41,3281.58,Yes,0.27,20,Spring,2856.42
SALE00259,2023-03-29,Sports,63,51.52,1741.4,Yes,0.27,63,Spring,4950.29
SALE00260,2023-03-29,Electronics,68,235.23,10714.72,Yes,0.14,53,Spring,18300.2
SALE00261,2023-03-29,Apparel,55,39.75,1007.92,No,0.0,59,Spring,2041.17
SALE00262,2023-03-29,Grocery,59,17.11,213.2,Yes,0.16,47,Spring,1377.73
SALE00263,2023-03-30,Beauty,46,32.37,1103.6,Yes,0.24,32,Spring,2142.55
SALE00264,2023-03-30,Sports,37,59.05,4950.29,No,0.0,33,Spring,2435.49
SALE00265,2023-03-31,Beauty,16,25.53,2142.55,No,0.0,13,Spring,420.05
SALE00266,2023-03-31,Home & Garden,29,63.72,2856.42,No,0.0,21,Spring,1736.02
SALE00267,2023-03-31,Grocery,57,14.88,1377.73,No,0.0,45,Spring,814.26
SALE00268,2023-03-31,Apparel,59,51.42,2041.17,No,0.0,46,Spring,3320.63
SALE00269,2023-04-01,Apparel,52,49.46,3320.63,No,0.0,46,Spring,2771.44
SALE00270,2023-04-01,Electronics,25,245.73,18300.2,No,0.0,21,Spring,7465.86
SALE00271,2023-04-01,Beauty,62,26.97,420.05,Yes,0.05,,Spring,2188.69
SALE00272,2023-04-01,Grocery,43,12.92,814.26,Yes,0.19,43,Spring,848.37
SALE00273,2023-04-02,Apparel,37,47.04,2771.44,Yes,0.22,32,Spring,3040.52
SALE00274,2023-04-02,Electronics,50,236.48,7465.86,No,0.0,37,Spring,14029.36
SALE00275,2023-04-03,Electronics,42,222.98,14029.36,No,0.0,39,Spring,9702.58
SALE00276,2023-04-03,Home & Garden,44,61.56,1736.02,Yes,0.17,32,Spring,3299.25
SALE00277,2023-04-03,Sports,42,47.18,2435.49,No,0.0,29,Spring,2078.64
SALE00278,2023-04-03,Beauty,22,26.03,2188.69,No,0.0,18,Spring,531.62
SALE00279,2023-04-04,Beauty,15,30.27,531.62,Yes,0.24,16,Spring,658.97
SALE00280,2023-04-04,Home & Garden,28,64.66,3299.25,No,0.0,28,Spring,1818.41
SALE00281,2023-04-04,Sports,62,63.54,2078.64,No,0.0,41,Spring,3978.94
SALE00282,2023-04-04,Electronics,38,223.7,9702.58,Yes,0.28,27,Spring,12530.83
SALE00283,2023-04-05,Beauty,54,29.24,658.97,No,0.0,46,Spring,1689.16
SALE00284,2023-04-05,Grocery,66,16.9,848.37,No,0.0,46,Spring,1167.11
SALE00285,2023-04-06,Beauty,31,30.71,1689.16,No,0.0,21,Spring,901.66
SALE00286,2023-04-06,Electronics,33,218.09,12530.83,No,0.0,22,Spring,7075.46
SALE00287,2023-04-06,Apparel,43,51.95,3040.52,No,0.0,45,Spring,2071.54
SALE00288,2023-04-07,Apparel,33,45.72,2071.54,Yes,0.26,32,Spring,1984.01
SALE00289,2023-04-07,Electronics,31,228.69,7075.46,Yes,0.16,32,Spring,9083.31
SALE00290,2023-04-07,Sports,35,50.23,3978.94,No,0.0,34,Spring,1984.14
SALE00291,2023-04-08,Apparel,39,46.94,1984.01,Yes,0.09,33,Spring,2557.69
SALE00292,2023-04-08,Home & Garden,61,76.61,1818.41,No,0.0,48,Spring,5428.62
SALE00293,2023-04-09,Grocery,37,13.79,1167.11,No,0.0,36,Spring,637.24
SALE00294,2023-04-09,Electronics,44,218.08,9083.31,No,0.0,34,Spring,11968.5
SALE00295,2023-04-09,Home & Garden,14,56.02,5428.62,Yes,0.06,10,Spring,984.51
SALE00296,2023-04-09,Apparel,33,45.79,2557.69,Yes,0.22,23,Spring,2185.32
SALE00297,2023-04-10,Sports,22,57.97,1984.14,No,0.0,13,Spring,1183.7
SALE00298,2023-04-10,Home & Garden,41,73.2,984.51,No,0.0,28,Spring,3020.28
SALE00299,2023-04-10,Electronics,70,242.15,11968.5,Yes,0.1,42,Spring,22011.88
SALE00300,2023-04-10,Grocery,58,16.67,637.24,No,0.0,47,Spring,896.91
SALE00301,2023-04-11,Sports,44,55.47,1183.7,No,0.0,47,Spring,2460.31
